fish,trial,depth,spd,elav,curvcoef,swd.H,swd.20,swd.40,swd.60,swd.80,swd.T,frq.40,frq.60,frq.80,frq.T,frq.F,rom
Polyp2017-011,tr01,0.1,0.131060173,0.0183050275,0.438131016,0.187905776,0.11365104,0.238195787,0.250612253,0.268639887,NA,1.879699248,1.893939394,1.633986928,NA,2.414725109,1.03879889975
Polyp2017-011,tr04,3.0,0.572885051,NA,0.2167739806153846,0.116722593,0.15593023725,0.15543169525,0.1558106554,0.16601236733333333,0.2711406985,3.4600911895,3.3562549444,3.3557345443333335,3.2324176096666664,5.2551000705,0.17929998460000002
Polyp2017-011,tr07,0.0,0.176102044,0.02280871575,0.8276558196666667,0.3280364165,0.110336581,0.17185518266666666,0.27467318900000004,0.8352756960000001,1.498046965,1.3889317575,1.4326765190000001,1.3300492615000001,1.240664308,1.30808012,0.8229426366666667
Polyp2017-011,tr12,0.1,0.348812414,0.012541127,0.5339296501666666,0.251376905,0.165050166,0.1655818255,0.239996402,0.3844768,0.849588881,3.289473684,3.4484398780000003,3.0330882355,3.177284427,5.5825917685,0.7376612545
Polyp2017-011,tr13,2.0,0.722272626,NA,0.22308858344444446,0.0965070082,0.12526382175,0.12149391175,0.128818943,0.16234605025,0.3427838793333333,4.0674603173333335,3.8592446203333335,3.6369434876666666,3.60630403,6.72790827125,0.17601456109027774
Polyp2017-011,tr14,2.0,0.52270773,NA,0.205643924125,0.07360490666666666,0.08797142575,0.09445503,0.12568812299999998,0.1377145475,0.25920380325,2.9292450343333334,2.671557278,2.631578947,2.5633909476666665,5.45699904825,0.184386982875
Polyp2017-011,tr16,0.7,0.697918815,0.007569913666666667,0.44352952799999995,0.1439628255,0.11556271700000001,0.203208799,0.186815862,0.46077903200000003,0.6898167374999999,5.1248591679999995,5.1683716964999995,5.159574468000001,5.1212374585,8.6008163706,0.37687052109999997
Polyp2017-011,tr18,0.7,0.8411979,0.007602328416666667,0.34286262525,0.1711259685,0.135722626,0.17798353766666666,0.261350028,0.33664562433333334,0.533070605,4.349284202333333,4.453598777666667,4.467405410666666,4.7237076645,9.444366507375,0.27886871287500004
Polyp2017-011,tr19,0.0,0.300544461,0.0335692055,0.8190716946666666,0.464201829,0.24707321366666665,0.2305467815,0.19383302600000002,0.66042081,1.4335403096666666,2.331002331,2.1392525415,2.327586207,2.557544757,2.221491434,0.8170840825000001
Polyp2017-011,tr24,1.0,0.836516924,0.01091454,0.19187630028571426,0.088815251,0.118643716,0.11732207,0.1414213165,0.180306636,0.2863845993333333,4.4657097285,4.5048701295,4.3507869249999995,4.493224464666667,7.9120090568000006,0.20517988619999994
Polyp2017-011,tr25,1.0,0.769932372,0.007378471500000001,0.20509905071428572,0.09430071966666667,0.113651722,0.1191864475,0.129389526,0.16173469533333334,0.30643632833333334,4.171301446499999,4.1325136615,4.261640366666667,4.176267281333333,6.68645870275,0.22612884446666676
Polyp2017-011,tr26,1.1,0.70277468,0.005442921,0.18955110387500002,0.064340354,0.07483766916666666,0.08584523233333333,0.101110281,0.1261386485,0.2612123325,5.279271207,4.9800012596666665,5.001333866666666,4.941239316333333,7.4764685202,0.22166299117261906
Polyp2017-011,tr27,1.1,0.622387828,0.007837072,0.177893711125,0.083156411,0.08560197024999999,0.09830897766666667,0.12019766949999999,0.16293873425,0.291974578,3.965489437,3.8818006745,3.997806964,4.13703664,5.8030917428,0.11541646505714287
Polyp2017-011,tr28,0.9,1.12065922,0.011719464166666665,0.29556236755555554,0.145940016,0.14567030525,0.15974027366666665,0.231964856,0.3098265718,0.525790385,5.518359105333333,5.518359105333333,5.640589569,5.48126615,8.3459128904,0.2754090968
Polyp2017-011,tr29,0.9,1.009235214,0.010009091,0.3360436311666667,0.1886567595,0.1853556455,0.20049001333333333,0.28631370633333336,0.36737689366666665,0.559151571,4.50016072,4.6696644759999995,4.6533469945,4.453026482,8.28429383125,0.2853708977083333
Polyp2017-012,tr02,0.7,0.770779312,0.0354434361,0.6832796256,0.398145395,0.1892897048,0.3533290698,0.5251195747999999,0.678039905,0.9352031658,3.4978277185,3.488728903,3.497358772,3.5095849067500002,5.2748329046,1.0560455514
Polyp2017-012,tr11,2.0,0.661778069,NA,0.1676514764,0.08658162,0.1461521937,0.15077504633333333,0.16183591375,0.180441997,0.3229038918,3.7566137563333335,3.828124873,3.830393149,3.80982136525,6.117734070285714,0.14417207856349212
Polyp2017-012,tr12,1.0,0.405438714,NA,0.17587197862499998,0.034053737375,0.03322863933333333,0.058695510666666666,0.080377604,0.12006686266666666,0.31155838166666666,3.5556891024999997,3.308750956,3.279710406,3.1985182586666667,7.556879306666667,0.18941205517070703
Polyp2017-012,tr14,0.9,1.836566048,0.023563741416666666,0.389443557,0.23398888733333334,0.19505991066666667,0.26006988925,0.38526776675,0.5736749883333333,0.6947332743333333,5.95480750325,6.476282289666667,6.280846916,6.267747339,8.0582900374,0.5097649933999999
Polyp2017-012,tr15,0.9,1.296358321,0.0196471365,0.43552332920000003,0.266081912,0.19823813350000002,0.273894263,0.37720131749999997,0.5122307355,0.6827949695,4.237288136,4.655172414,4.655172414,4.59682861,9.141369485666667,0.6955855099166667
Polyp2017-012,tr20,3.0,0.698760959,NA,0.138285763,0.275440178,0.28800659645454546,0.2916360296666667,0.29381847725,0.3155551722,0.4771589794,3.474228212,3.3882523935,3.3266241738,3.3230633805,7.283618744454546,0.16180120031818168
Polyp2017-012,tr21,1.1,0.55759649,0.0071176945,0.16447537675,0.143895493,0.140972242,0.131491333,0.15790209524999999,0.23183586633333333,0.439796536,2.8750826175,2.8341901813333332,2.7949022096666667,2.7303110696666666,7.8711254738,0.2027985465833333
Polyp2017-012,tr22,1.1,0.911568185,0.0069138724999999995,0.19615613818181818,0.22199897525,0.190801724,0.2209742704,0.26854137325,0.34486079825,0.5492546671999999,3.49537512975,3.39958645325,3.3529557985,3.43727098,6.7686292083,0.20802564076590913
Polyp2017-012,tr24,0.1,0.656652616,0.019549546285714287,0.6084018635714286,0.48402939157142855,0.299989899,0.2877854732,0.45583018357142857,0.7476488982857143,1.4232070381428572,3.7961297648,3.8518932743333334,3.8383854875,3.7887419331666665,3.7958763725,0.7764680242023809
Polyp2017-012,tr25,0.0,0.578873107,0.04938011083333334,0.7085515505,0.555135304,0.28173276533333336,0.37070026,0.351279887,0.6589950956666667,1.3479013866666667,2.1867838045,2.4888306140000003,2.1115466855,2.2125626565000003,2.186213992,0.8989246858333333
Polyp2017-012,tr26,0.0,0.491008896,0.044537905,0.6066248284285713,0.5107334253333333,0.34487789533333335,0.37105614750000004,0.235698853,0.4820087845,1.0184929155,2.258852259,2.252252252,2.2774327120000004,2.360346184,2.2768389454999998,0.9565858911666667
Polyp2017-014,tr01,3.0,1.05644053,NA,0.15591106975000002,0.08694365700000001,0.098135539,0.144318231,0.176036253,0.200638641,0.298758976,4.716981132,3.846153846,4.098360656,3.90625,6.830808081,0.2314280242083333
Polyp2017-014,tr03,3.0,0.542266255,NA,0.1607512398,0.2030989005,0.20698314583333333,0.2121106968,0.221879857,0.23928229950000002,0.36688798366666664,NA,3.472222222,3.401517956,2.976190476,6.823946132,0.2280240615357143
Polyp2017-014,tr05,2.0,0.64260037,NA,0.18170737026666667,0.085208882,0.096664248125,0.1099442575,0.11844366985714286,0.17065517028571428,0.3659882465,3.997475934166667,4.048891258,4.025803622714286,3.9862151775,6.617186352083333,0.18109162402564105
Polyp2017-014,tr07,0.7,0.508101792,0.01925268375,0.3858636745,0.2358704405,0.180356771,0.210154556,0.2874143034,0.29832053216666665,0.5360851053333333,3.4014001878,3.3899418308000002,3.3898994223333334,3.4220671206666666,7.13514968575,0.7241897346190477
Polyp2017-014,tr08,0.0,0.524248715,0.03313331233333333,0.564291635,0.3820890615,0.2646683753333333,0.31079921450000003,0.3239436495,0.36338742300000004,0.997856131,2.617872807,2.6607789855,3.269230769,2.314814815,2.6955940475,0.9689156165833333
Polyp2017-014,tr09,1.0,0.390697239,NA,0.16856098023529412,0.1367653225,0.1649454452222222,0.14422492850000002,0.15877943814285717,0.185105706375,0.29428773957142856,3.993407708,4.263315685,4.1807734535,4.194773754714285,10.078483494136364,0.18797510874110668
Polyp2017-014,tr13,0.1,0.57011498,0.0122387193,0.53335892075,0.2749339635,0.17482890833333334,0.21801490675000001,0.3359626963333333,0.521887617,1.0031784053333332,4.07254856175,4.1735174126,4.1052216824,4.106741212,7.8232674388,0.8878656441309524
Polyp2017-014,tr17,0.9,0.449952798,0.006704597666666667,0.3127759316666667,0.13660366566666665,0.130147762,0.16375053550000002,0.21694730025,0.31757706175,0.5220410323333333,3.319160014,3.5737948526666665,3.561164244,3.497407516,9.127188337,0.28590498436025646
Polyp2017-014,tr18,0.0,0.539212013,0.027887376416666665,0.7673793602727272,0.3858172442,0.19820651425,0.289807802,0.3002491332,0.5260539565,1.08388880225,3.0618808904,3.0593997612,3.0611931555,3.045997191,3.0142335382,0.9154878033500001
Polyp2017-014,tr22,1.1,0.575850498,0.019299373,0.15626166775,0.1050110422,0.121097021,0.111019134,0.1316338488,0.17418202083333334,0.3320578786666667,3.0693054878,3.0591833208,3.142283695833333,3.065180509,6.565149650153846,0.19360566019780223
Polyp2017-023,tr01,2.0,0.436559323,NA,0.09831895826666667,0.06662457890000001,0.0653514405,0.152942323,0.148663597,0.13424097471428573,0.139723325625,0.762195122,1.4016793065,5.307269728666666,4.908324951,5.439958479363637,0.2650824697613636
Polyp2017-023,tr03,3.0,0.382665215,NA,0.13568517422222223,0.02338877675,0.0355934328,0.077390282,0.09408239566666667,0.10135142025,0.217354359,2.93027305,2.9381516056666666,2.79839284575,2.805046673666667,6.136924813666667,0.21490365029999992
